id,exercise_id,locale,name,description,instructions
3a4b72d6-eca2-4e04-ba7b-3cfccc5da690,3a4b72d6-eca2-4e04-ba7b-3cfccc5da690,nb,Søk i ett rom,"Søk etter et skjult mål i ett rom.","Skjul målet på et enkelt sted i rommet. Send hunden inn, og belønn en tydelig markering."
4d1e1642-2e83-43a7-9093-5c55b0eb7759,4d1e1642-2e83-43a7-9093-5c55b0eb7759,nb,Søk i flere rom,"Søk gjennom flere rom som henger sammen.","Skjul målet i ett av flere rom. La hunden arbeide systematisk gjennom hvert rom før funnet belønnes."
e109d620-f706-48e0-96fe-789409b46c10,e109d620-f706-48e0-96fe-789409b46c10,nb,Søk med forstyrrelser,"Søk i et område med forstyrrende gjenstander eller lukter.","Legg forstyrrende lukter eller gjenstander nær målet. Belønn bare markering av riktig mål."
e83bcc83-e666-4a26-b4a7-e78f7bc4fe2d,e83bcc83-e666-4a26-b4a7-e78f7bc4fe2d,nb,Utvendig kjøretøysøk,"Søk på utsiden av et kjøretøy.","Skjul målet på utsiden av et kjøretøy. Før hunden systematisk rundt kjøretøyet, og belønn markeringen."
7ed0f1b5-a7b5-4e13-b3a2-3556fec04065,7ed0f1b5-a7b5-4e13-b3a2-3556fec04065,nb,Innvendig kjøretøysøk,"Søk inne i et kjøretøy med åpne dører.","Skjul målet inne i kjøretøyet. La hunden søke under oppsyn, og belønn en tydelig markering."
3758f44a-60e2-4ae2-b83d-31c0d29b5ca4,3758f44a-60e2-4ae2-b83d-31c0d29b5ca4,nb,Luktidentifikasjon i én beholder,"Finn beholderen med mållukt.","Sett flere beholdere på rekke med lukt i én av dem. Belønn hunden for å markere riktig beholder."
cdf98e33-5b98-465c-9b74-3376578ba816,cdf98e33-5b98-465c-9b74-3376578ba816,nb,Søk i flere beholdere,"Søk etter lukt i et større utvalg beholdere.","Øk antall beholdere og varier plasseringen. Belønn sikre markeringer av riktig beholder."
17a354d9-7672-4e9c-b313-eb4e49069484,17a354d9-7672-4e9c-b313-eb4e49069484,nb,Søk i beholdere i ulike høyder,"Søk i beholdere som står i ulike høyder.","Plasser noen beholdere på lave plattformer eller hyller. Belønn hunden for å søke i alle høyder og markere riktig."
1a5220b2-0dc6-4758-b49c-3b0ebe9e1f14,1a5220b2-0dc6-4758-b49c-3b0ebe9e1f14,nb,Lukt på utsiden av kjøretøy,"Finn mållukt på utsiden av et kjøretøy.","Skjul luktkilden på utsiden av et kjøretøy. Før hunden rundt kjøretøyet, og belønn en tydelig markering ved kilden."
5d2a6b65-5d88-49ee-9973-631e3422a832,5d2a6b65-5d88-49ee-9973-631e3422a832,nb,Søk i åpent område,"Søk etter lukt i et større utendørsområde.","Skjul luktkilden i et åpent område med vind og naturlige forstyrrelser. Belønn en sikker og målrettet markering."
5d7faa69-46e7-4198-b3d6-324e3d044fe6,5d7faa69-46e7-4198-b3d6-324e3d044fe6,nb,Parallellgåing,"Gå rolig parallelt med en annen hund på avstand.","Gå med hundene parallelt og med god avstand. Belønn rolig atferd, og reduser avstanden gradvis."
54d73c37-635d-4c56-b5c1-70f7d655c1ff,54d73c37-635d-4c56-b5c1-70f7d655c1ff,nb,Kontrollert hilsing,"Hils rolig på en annen hund i bånd.","Tillat en kort og rolig hilsing mellom to hunder som kjenner hverandre. Avbryt og belønn hvis en av hundene blir for ivrig."
54ca776e-4998-4f5e-a253-cb8c6144c678,54ca776e-4998-4f5e-a253-cb8c6144c678,nb,Innkalling fra lek,"Kom på innkalling fra lek med en annen hund.","Gi innkallingssignal under lek. Belønn rikelig når hunden avbryter leken og kommer til føreren."
7274f7d9-8d89-4d82-8687-deb6bb459511,7274f7d9-8d89-4d82-8687-deb6bb459511,nb,Møte fremmede,"Møt en ukjent person på en rolig måte.","La en fremmed nærme seg langsomt og tilby en hånd å lukte på. Belønn rolig og avslappet kroppsspråk."
a5fbd9d3-7670-471b-a889-e52a881a2585,a5fbd9d3-7670-471b-a889-e52a881a2585,nb,Tilvenning til håndtering,"Godta håndtering av poter, ører og munn.","Håndter forsiktig én kroppsdel om gangen, og kombiner hver berøring med belønning. Øk varigheten gradvis."
7968d984-5393-49a4-86e1-f70bf6a9adeb,7968d984-5393-49a4-86e1-f70bf6a9adeb,nb,Rolig rundt barn,"Vær rolig og forsiktig rundt barn.","La hunden samhandle rolig og strukturert med barn under oppsyn. Belønn forsiktig og avslappet atferd hele tiden."
4578216c-676f-4431-ad50-52655f1986ec,4578216c-676f-4431-ad50-52655f1986ec,nb,Tilgjengelighet,"Koeffisient: 2",
be0ac6d5-5fca-4e97-a1ce-842e905322e3,be0ac6d5-5fca-4e97-a1ce-842e905322e3,nb,Fellesdekk 1 minutt,"Koeffisient: 5",
d122039a-c5a4-4fb0-a5b1-7285e108f043,d122039a-c5a4-4fb0-a5b1-7285e108f043,nb,Lineføring,"Koeffisient: 4",
508b3423-14ec-42df-99bc-1e1d979754c3,508b3423-14ec-42df-99bc-1e1d979754c3,nb,Dekk fra holdt,"Koeffisient: 4",
8dac503f-84de-4193-b6c7-6b6b280f6dc2,8dac503f-84de-4193-b6c7-6b6b280f6dc2,nb,Innkalling fra sitt,"Koeffisient: 3",
7d841404-3ef7-4c3d-8c58-42b476a145f3,7d841404-3ef7-4c3d-8c58-42b476a145f3,nb,Fremadsending med stå,"Koeffisient: 4",
afce3b8d-d259-4737-883b-48f3d6b9bb12,afce3b8d-d259-4737-883b-48f3d6b9bb12,nb,Hopp over hinder,"Koeffisient: 4",
4ec8a85c-aed8-48db-b3f4-e64116746b42,4ec8a85c-aed8-48db-b3f4-e64116746b42,nb,Kontroll over hunden på avstand,"Koeffisient: 4",
291c0a70-98ba-40ae-8465-0ff65e1ea908,291c0a70-98ba-40ae-8465-0ff65e1ea908,nb,Helhetsinntrykk,"Koeffisient: 2",
2ddef3c2-7153-4d20-b9a8-2756b6230ffa,2ddef3c2-7153-4d20-b9a8-2756b6230ffa,nb,"Felles sitt 1 minutt, synlig fører","Koeffisient: 3",
cc1c6858-98cd-4ebe-8ffc-4e1628a55d42,cc1c6858-98cd-4ebe-8ffc-4e1628a55d42,nb,Fri ved fot,"Koeffisient: 4",
fce87f5a-7513-4cf4-9638-58394141d90b,fce87f5a-7513-4cf4-9638-58394141d90b,nb,"Stå, eller dekk under marsj","Koeffisient: 3",
77ad8645-d811-445b-9f06-43d71c337d6f,77ad8645-d811-445b-9f06-43d71c337d6f,nb,Innkalling fra sitt med stå,"Koeffisient: 4",
c91b4cd3-1259-4e05-b568-6a55f80babdd,c91b4cd3-1259-4e05-b568-6a55f80babdd,nb,Fremadsending med dekk,"Koeffisient: 4",
0d97a98f-5966-4824-b4dc-4d1f51516c7e,0d97a98f-5966-4824-b4dc-4d1f51516c7e,nb,Kontroll over hunden på avstand,"Koeffisient: 4",
1bd1d5ca-9198-416c-9ff1-fa0fbafaf0cc,1bd1d5ca-9198-416c-9ff1-fa0fbafaf0cc,nb,Apportering over hinder (lukket),"Koeffisient: 4",
d9e8d4ba-2a04-4f2f-81cb-dae2683603a1,d9e8d4ba-2a04-4f2f-81cb-dae2683603a1,nb,Fremadsending rundt en gruppe kjegler og returnere,"Koeffisient: 4",
06d01376-1b4e-4d4e-8516-daea69f7fcd1,06d01376-1b4e-4d4e-8516-daea69f7fcd1,nb,Helhetsinntrykk,"Koeffisient: 2",
d07d724c-dcd7-4393-a053-8e7403120d93,d07d724c-dcd7-4393-a053-8e7403120d93,nb,Fellesdekk 2 minutter med skjult fører,"Koeffisient: 3",
1a449ccf-cd5c-4cce-8857-04017bc0a266,1a449ccf-cd5c-4cce-8857-04017bc0a266,nb,Fri ved fot,"Koeffisient: 4",
31545f05-1fde-4429-9fd1-f95f8e928958,31545f05-1fde-4429-9fd1-f95f8e928958,nb,Sitt og dekk under marsj,"Koeffisient: 3",
adc5c461-ba4c-4139-85dc-ccd01943a0b1,adc5c461-ba4c-4139-85dc-ccd01943a0b1,nb,Innkalling fra dekk med dekk,"Koeffisient: 3",
1865d044-30e3-4637-80bd-693dd3f5294f,1865d044-30e3-4637-80bd-693dd3f5294f,nb,Fremadsending med dekk og på plass,"Koeffisient: 4",
e5b0ed9a-8d28-429c-955a-a1d928e54dd1,e5b0ed9a-8d28-429c-955a-a1d928e54dd1,nb,Apportering med dirigering,"Koeffisient: 3",
00841ceb-e5b3-425b-a927-4cb1fc1e7149,00841ceb-e5b3-425b-a927-4cb1fc1e7149,nb,Neseprøve,"Koeffisient: 3",
b90025ac-b6c5-43a5-8c3c-9b4f9b48f20b,b90025ac-b6c5-43a5-8c3c-9b4f9b48f20b,nb,Kontroll over hunden på avstand,"Koeffisient: 4",
ab0e5c86-4f17-4b5d-88e7-9344af16da5e,ab0e5c86-4f17-4b5d-88e7-9344af16da5e,nb,"Fremadsending rundt en gruppe kjegler, stopp og hoppe et hinder","Koeffisient: 3",
cabacd45-6b28-4268-9882-0e56fe711c7d,cabacd45-6b28-4268-9882-0e56fe711c7d,nb,Helhetsinntrykk,"Koeffisient: 2",
c5053a0b-38f5-4d48-b530-7842903c4459,c5053a0b-38f5-4d48-b530-7842903c4459,nb,Felles sitt 2 min med skjult fører,"Koeffisient: 2",
89160e8e-083d-4c02-953c-a78bf410afaa,89160e8e-083d-4c02-953c-a78bf410afaa,nb,Fellesdekk 1 minutt med innkalling,"Koeffisient: 2",
95febc63-1ec7-4bce-9457-00ce7fa27acf,95febc63-1ec7-4bce-9457-00ce7fa27acf,nb,Fri ved fot,"Koeffisient: 4",
b76e5b6f-f9af-4f7e-9d14-de17f69414d6,b76e5b6f-f9af-4f7e-9d14-de17f69414d6,nb,"Momenter under marsj, med innkalling","Koeffisient: 3",
9f42a6c7-78d2-4703-865e-d8bde73595ad,9f42a6c7-78d2-4703-865e-d8bde73595ad,nb,Innkalling med stå/sitt/dekk,"Koeffisient: 3",
a913962f-715a-48d5-b56f-c6b80f67fb0c,a913962f-715a-48d5-b56f-c6b80f67fb0c,nb,"Fremadsending med dirigering, dekk og på plass","Koeffisient: 4",
d3881e1a-c851-46ba-9e92-b68492ad1db2,d3881e1a-c851-46ba-9e92-b68492ad1db2,nb,Apport med dirigering,"Koeffisient: 3",
58b76db9-7275-4fcb-865d-fc6bca334edd,58b76db9-7275-4fcb-865d-fc6bca334edd,nb,"Fremadsending rundt en gruppe kjegler, stå/sitt/dekk, apportering, hopp over hinder","Koeffisient: 4",
37c0ea74-6f62-445d-b918-c90d883e72dd,37c0ea74-6f62-445d-b918-c90d883e72dd,nb,Neseprøve,"Koeffisient: 3",
bfc16614-7e35-44b4-9c32-a5b8904cc517,bfc16614-7e35-44b4-9c32-a5b8904cc517,nb,Kontroll over hunden på avstand,"Koeffisient: 4",
